Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
73,Memorial Hall,Kansas City,USA,1972-11-13,1972,MO,"['cold rain and snow', 'beat it on down the line', 'jack straw', 'china cat sunflower', 'i know you rider', 'box of rain', 'black throated wind', 'candyman', 'el paso', 'tomorrow is forever', 'around and around', 'brown eyed women', 'playing in the band', 'promised land', 'ramble on rose', 'me and bobby mcgee', 'dark star', 'morning dew', 'sugar magnolia']",cold rain and snow,39.100105,-94.5781416
74,Oklahoma City Music Hall,Oklahoma City,USA,1972-11-14,1972,OK,"[""he's gone"", ""truckin'"", 'the other one', 'sing me back home', 'sugar magnolia']",hes gone,35.4729886,-97.5170536
75,Oklahoma City Music Hall,Oklahoma City,USA,1972-11-15,1972,OK,"['candyman', 'china cat sunflower', 'i know you rider', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",candyman,35.4729886,-97.5170536
76,unknown,Wichita,USA,1972-11-17,1972,KS,"['beat it on down the line', 'brown eyed women', 'big river', 'china cat sunflower', 'i know you rider', 'around and around', 'casey jones', 'cumberland blues', 'el paso', ""uncle john's band"", ""he's gone"", ""truckin'"", 'the other one', 'brokedown palace', 'sugar magnolia', ""uncle john's band"", 'johnny b. goode']",beat it on down the line,37.6922361,-97.3375448
77,Hofheinz Pavilion,Houston,USA,1972-11-18,1972,TX,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'black throated wind', 'tennessee jed', 'el paso', 'big railroad blues', 'box of rain', 'china cat sunflower', 'i know you rider', 'beat it on down the line', 'brown eyed women', 'around and around', 'casey jones', 'bertha', 'greatest story ever told', ""he's gone"", 'mississippi half-step', 'sugar magnolia', 'one more saturday night', ""uncle john's band""]",promised land,29.7589382,-95.3676974
78,Hofheinz Pavilion,Houston,USA,1972-11-19,1972,TX,"['bertha', 'me and my uncle', 'sugaree', 'beat it on down the line', 'bird song', 'black throated wind', ""don't ease me in"", 'mexicali blues', 'box of rain', 'tomorrow is forever', 'big river', 'china cat sunflower', 'i know you rider', 'playing in the band', 'casey jones', 'promised land', 'ramble on rose', 'el paso', 'stella blue', 'jack straw', 'dark star', 'wrs prelude', 'mississippi half-step', 'around and around', 'big railroad blues', 'sugar magnolia', ""goin' down the road feeling bad""]",bertha,29.7589382,-95.3676974
79,Municipal Auditorium,Austin,USA,1972-11-22,1972,TX,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'black throated wind', 'china cat sunflower', 'i know you rider', 'beat it on down the line', 'candyman', 'el paso', 'bird song', 'playing in the band', 'casey jones', 'greatest story ever told', ""he's gone"", ""truckin'"", 'drums', 'the other one', 'stella blue', 'big river', 'ramble on rose', 'sugar magnolia', 'brokedown palace', 'around and around', 'one more saturday night', ""uncle john's band""]",promised land,30.2711286,-97.7436995
80,Memorial Auditorium,Dallas,USA,1972-11-24,1972,TX,"[""don't ease me in"", 'me and my uncle', 'brown eyed women', 'black throated wind', 'bertha', 'el paso', 'deal', 'beat it on down the line', 'tennessee jed', 'jack straw', 'sugaree', 'playing in the band', 'china cat sunflower', 'i know you rider', 'box of rain', ""truckin'"", 'ramble on rose', 'big river', 'casey jones', 'sugar magnolia', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",dont ease me in,32.7762719,-96.7968559
81,Civic Auditorium,SanAntonio,USA,1972-11-26,1972,TX,"['promised land', 'deal', 'mexicali blues', 'sugaree', 'black throated wind', 'bird song', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'box of rain', 'el paso', 'big railroad blues', 'around and around', 'casey jones', 'playing in the band', 'brown eyed women', 'jack straw', ""don't ease me in"", 'big river', 'dark star', 'me and bobby mcgee', 'brokedown palace', 'sugar magnolia', ""goin' down the road feeling bad"", 'one more saturday night']",promised land,29.4246002,-98.4951405
82,Winterland Arena,San Francisco,USA,1972-12-10,1972,CA,"['cold rain and snow', 'beat it on down the line', ""don't ease me in"", 'black throated wind', 'bird song', 'el paso', 'around and around', 'tennessee jed', 'big river', 'box of rain', 'candyman', 'bertha', 'playing in the band', 'casey jones', 'promised land', 'stella blue', 'china cat sunflower', 'i know you rider', ""truckin'"", 'the other one', 'deal', 'jack straw', 'sugar magnolia', 'ramble on rose', 'johnny b. goode', ""uncle john's band""]",cold rain and snow,37.7879363,-122.4075201
83,Winterland Arena,San Francisco,USA,1972-12-11,1972,CA,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'me and bobby mcgee', 'brown eyed women', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'box of rain', ""he's gone"", 'around and around', 'friend of the devil', 'playing in the band', 'mississippi half-step', 'me and my uncle', 'big railroad blues', 'dark star', 'stella blue', 'big river', 'deal', 'tomorrow is forever', 'sugar magnolia', 'casey jones']",promised land,37.7879363,-122.4075201
84,Winterland Arena,San Francisco,USA,1972-12-12,1972,CA,"['bertha', 'beat it on down the line', 'bird song', 'mexicali blues', 'brown eyed women', 'jack straw', 'me and bobby mcgee', 'tennessee jed', 'box of rain', 'el paso', 'cumberland blues', 'dont ease', 'around and around', 'playing in the band', ""he's gone"", ""truckin'"", 'the other one', 'sugar magnolia', 'sing me back home', ""goin' down the road feeling bad"", 'one more saturday night', 'johnnyb.goode']",bertha,37.7879363,-122.4075201
85,Long Beach Arena,Long Beach,USA,1972-12-15,1972,CA,"['black throated wind', 'box of rain', 'greatest story ever told', 'jack straw', 'playing in the band', ""he's gone"", ""truckin'"", 'the other one', 'dark star', 'morning dew']",black throated wind,33.7690164,-118.191604
86,Winterland Arena,San Francisco,USA,1972-12-31,1972,CA,"['around and around', 'deal', 'mexicali blues', 'brown eyed women', 'box of rain', 'jack straw', ""don't ease me in"", 'beat it on down the line', 'candyman', 'el paso', 'tennessee jed', 'playing in the band', 'casey jones', 'promised land', 'mississippi half-step', 'big river', 'sugaree', ""truckin'"", 'the other one', 'drums', 'the other one', 'morning dew', 'sugar magnolia', 'sing me back home', 'johnny b. goode', ""uncle john's band"", 'one more saturday night']",around and around,37.7879363,-122.4075201
87,Roscoe Maples Pavilion (Stanford U),Palo Alto,USA,1973-02-09,1973,CA,"['promised land', 'row jimmy', 'black throated wind', 'deal', 'me and my uncle', 'sugaree', 'looks like rain', 'loose lucy', 'mexicali blues', 'brown eyed women', 'el paso', 'here comes sunshine', 'playing in the band', 'china cat sunflower', 'i know you rider', 'jack straw', 'they love each other', ""truckin'"", 'eyes of the world', 'china doll', 'big river', 'ramble on rose', 'box of rain', 'wave that flag', 'sugar magnolia', ""uncle john's band"", 'around and around', 'casey jones']",promised land,37.4443293,-122.1598465
88,Dane County Coliseum,Madison,USA,1973-02-15,1973,WI,"['loose lucy', 'beat it on down the line', 'brown eyed women', 'mexicali blues', 'tennessee jed', 'looks like rain', 'box of rain', 'row jimmy', 'jack straw', 'china cat sunflower', 'i know you rider', 'me and my uncle', 'bertha', 'playing in the band', 'casey jones', 'here comes sunshine', 'el paso', ""you ain't woman enough"", 'they love each other', 'big river', 'dark star', 'eyes of the world', 'china doll', 'promised land', 'suagaree', 'sugar magnolia', ""uncle john's band"", 'one more saturday night']",loose lucy,43.07469,-89.3841663
89,Auditorium,St. Paul,USA,1973-02-17,1973,MN,"['promised land', ""he's gone"", 'looks like rain', 'box of rain', 'wave that flag', 'mexicali blues', 'bird song', 'beat it on down the line', 'loose lucy', 'me and bobby mcgee', 'stella blue', 'el paso', 'they love each other', 'playing in the band', ""truckin'"", 'row jimmy', 'big river', ""you ain't woman enough"", 'here comes sunshine', 'china cat sunflower', 'i know you rider', 'around and around', 'not fade away', ""goin' down the road feeling bad"", 'not fade away', 'one more saturday night', 'casey jones']",promised land,44.9497487,-93.0931028
90,International Amphitheater,Chicago,USA,1973-02-19,1973,IL,"['promised land', 'eyes of the world', 'china doll']",promised land,41.8755616,-87.6244212
91,Assembly Hall (U of Illinois),Champaign-Urbana,USA,1973-02-21,1973,IL,"['wave that flag', 'me and my uncle', 'brown eyed women', 'beat it on down the line', 'loser', 'looks like rain', 'row jimmy', ""you ain't woman enough"", 'box of rain', 'big railroad blues', 'sugaree', 'around and around', 'china cat sunflower', 'i know you rider', 'jack straw', 'mississippi half-step', ""truckin'"", 'eyes of the world', 'stella blue', 'sugar magnolia', 'casey jones', 'johnny b. goode']",wave that flag,40.1157948,-88.241194
92,Assembly Hall (U of Illinois),Champaign-Urbana,USA,1973-02-22,1973,IL,"['promised land', 'they love each other', 'el paso', 'bird song', 'mexicali blues', 'deal', 'looks like rain', 'tennesse jed', 'box of rain', 'playing in the band', 'wave that flag', 'me and my uncle', 'dark star', 'eyes of the world', 'china doll', 'around and around', ""goin' down the road feeling bad"", 'one more saturday night', 'casey jones']",promised land,40.1157948,-88.241194
93,University of Iowa,Iowa City,USA,1973-02-24,1973,IA,"['bertha', 'mexicali blues', 'brown eyed women', 'looks like rain', 'loos lucy', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'jack straw', 'here come sunshine', 'el paso', 'box of rain', 'tenessee jed', 'playing in the band', 'they love each other', 'greatest story ever told', 'row jimmy', 'big river', 'ramble on rose', 'me and bobby mcgee', ""truckin'"", ""nobody's jam"", 'eyes of the world', 'sugar magnolia']",bertha,41.6612561,-91.5299106
94,Pershing Municipal Auditorium,Lincoln,USA,1973-02-26,1973,NE,"['promised land', 'deal', 'mexicali blues', 'loser', 'jack straw', ""don't ease me in"", 'box of rain', 'china cat sunflower', 'i know you rider', 'looks like rain', 'loose lucy', 'beat it on down the line', 'row jimmy', 'el paso', 'big railroad blues', 'playing in the band', 'they love each other', 'big river', 'tennessee jed', 'greatest story ever told', 'dark star', 'eyes of the world', 'mississippi half-step', 'me and my uncle', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",promised land,40.8088861,-96.7077751
95,Salt Palace,Salt Lake City,USA,1973-02-28,1973,UT,"['cold rain and snow', 'beat it on down the line', 'they love each other', 'mexicali blues', 'sugaree', 'box of rain', 'el paso', ""he's gone"", 'jack straw', 'china cat sunflower', 'i know you rider', 'big river', 'row jimmy', 'promised land', ""truckin'"", 'the other one', 'eyes of the world', 'morning dew', 'sugar magnolia', 'we bid you goodnight']",cold rain and snow,40.7596198,-111.886797
96,Nassau Veterans Memorial Coliseum,Uniondale ,USA,1973-03-15,1973,NY,"['promised land', 'mississippi half-step', 'mexicali blues', 'they love each other', 'looks like rain', 'deal', 'beat it on down the line', 'box of rain', 'row jimmy', 'me and my uncle', 'tennessee jed', 'el paso', 'here comes sunshine', 'playing in the band', 'loose lucy', 'big river', 'sugaree', 'jack straw', 'stella blue', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', ""you ain't woman enough"", 'sugar magnolia', 'casey jones']",promised land,40.7157545,-73.5898872
97,Nassau Veterans Memorial Coliseum,Uniondale,USA,1973-03-16,1973,NY,"['china cat sunflower', 'i know you rider', 'jack straw', 'wave that flag', 'looks like rain', 'ramble on rose', 'box of rain', 'beat it on down the line', 'they love each other', 'el paso', 'row jimmy', 'mexicali blues', 'bird song', 'playing in the band', 'promised land', 'bertha', 'greatest story ever told', 'loser', 'big river', ""don't ease me in"", 'me and my uncle', 'dark star', ""truckin'"", 'morning dew', 'sugar magnolia']",china cat sunflower,40.7157545,-73.5898872
98,Nassau Veterans Memorial Coliseum,Uniondale,USA,1973-03-19,1973,NY,"['promised land', ""he's gone"", 'mexicali blues', 'they love each other', 'looks like rain', 'wave that flag', 'box of rain', 'the race is on', 'row jimmy', 'el paso', 'china cat sunflower', 'i know you rider', 'around and around', 'tennessee jed', 'playing in the band', 'loose lucy', 'me and my uncle', 'brown eyed women', 'big river', 'mississippi half-step', 'stella blue', 'jack straw', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', 'johnny b. goode', 'casey jones']",promised land,40.7157545,-73.5898872
99,Memorial Auditorium,Utica,USA,1973-03-21,1973,NY,"['bertha', 'me and my uncle', 'wave that flag', 'looks like rain', 'tennessee jed', 'box of rain', 'jack straw', ""you ain't woman enough"", 'row jimmy', 'beat it on down the line', 'here comes sunshine', 'the race is on', 'loser', 'el paso', 'china cat sunflower', 'i know you rider', 'playing in the band', 'greatest story ever told', 'they love each other', 'mexicali blues', 'brown eyed women', 'big river', 'brokedown palace', 'me and bobby mcgee', 'wrs prelude', 'dark star', 'eyes of the world', 'wharf rat', 'sugar magnolia', 'casey jones']",bertha,43.1009031,-75.2326641
100,Memorial Auditorium,Utica,USA,1973-03-22,1973,NY,"['promised land', 'sugaree', 'mexicali blues', 'they love each other', 'looks like rain', 'deal', 'beat it on down the line', 'bird song', 'jack straw', 'box of rain', ""you ain't woman enough"", 'the race is on', 'row jimmy', 'el paso', 'china cat sunflower', 'i know you rider', 'playing in the band', 'casey jones', 'big river', 'wave that flag', 'me and my uncle', 'here comes sunshine', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', 'sugar magnolia', 'saturday night']",promised land,43.1009031,-75.2326641
101,The Spectrum,Philadelphia,USA,1973-03-24,1973,PA,"['bertha', 'beat it on down the line', ""don't ease me in"", 'the race is on', 'cumberland blues', 'box of rain', 'row jimmy', 'jack straw', 'they love each other', 'mexicali blues', 'tennessee jed', 'looks like rain', 'wave that flag', 'el paso', 'here comes sunshine', 'me and bobby mcgee', 'loser', 'playing in the band', 'promised land', 'china cat sunflower', 'i know you rider', 'big river', 'stella blue', 'me and my uncle', ""he's gone"", ""truckin'"", 'spanish jam', 'dark star', 'sing me back home', 'sugar magnolia', 'johnny b. goode']",bertha,39.9527237,-75.1635262
102,Civic Center,Baltimore,USA,1973-03-26,1973,MD,"['promised land', 'mississippi half-step', 'the race is on', 'wave that flag', 'jack straw', 'sugaree', 'mexicali blues', 'box of rain', 'row jimmy', 'beat it on down the line', 'brown eyed women', 'el paso', 'china cat sunflower', 'i know you rider', 'looks like rain', ""don't ease me in"", 'playing in the band', 'ramble on rose', 'big river', 'here comes sunshine', 'greatest story ever told', 'candyman', 'me and my uncle', ""he's gone"", ""truckin'"", 'wrs prelude', 'wharf rat', 'me and bobby mcgee', 'eyes of the world', 'morning dew', 'one more saturday night']",promised land,39.2908816,-76.610759
